date,location,location_name,value,weekly_rate
2023-09-16,04,Arizona,10,0.1362208892554139
2023-09-16,06,California,41,0.1054349098741104
2023-09-16,08,Colorado,2,0.0344604900143838
2023-09-16,09,Connecticut,9,0.2485440153500784
2023-09-16,11,District of Columbia,0,0.0
2023-09-16,10,Delaware,0,0.0
2023-09-16,12,Florida,156,0.7032142118510347
2023-09-16,13,Georgia,28,0.2579348592882435
2023-09-16,15,Hawaii,8,0.5718464277825869
2023-09-16,19,Iowa,0,0.0
2023-09-16,16,Idaho,0,0.0
2023-09-16,17,Illinois,18,0.1432767846397098
2023-09-16,18,Indiana,9,0.1317341587112652
2023-09-16,20,Kansas,3,0.102864748970581
2023-09-16,21,Kentucky,5,0.1112500748156753
2023-09-16,22,Louisiana,13,0.2841484094027768
2023-09-16,25,Massachusetts,5,0.0716469718693927
2023-09-16,24,Maryland,2,0.0326097767371635
2023-09-16,23,Maine,0,0.0
2023-09-16,26,Michigan,9,0.0897122479646533
2023-09-16,27,Minnesota,1,0.0174930744918086
2023-09-16,29,Missouri,8,0.1297745475450954
2023-09-16,28,Mississippi,24,0.8198667374940432
2023-09-16,30,Montana,1,0.0893205652562651
2023-09-16,37,North Carolina,11,0.1038072537111565
2023-09-16,38,North Dakota,0,0.0
2023-09-16,31,Nebraska,0,0.0
2023-09-16,33,New Hampshire,0,0.0
2023-09-16,34,New Jersey,10,0.1080597791020383
2023-09-16,35,New Mexico,11,0.5237898193353678
2023-09-16,32,Nevada,0,0.0
2023-09-16,36,New York,12,0.0610463652231066
2023-09-16,39,Ohio,9,0.0766002885447758
2023-09-16,40,Oklahoma,16,0.3998734400562222
2023-09-16,41,Oregon,6,0.1415540034421215
2023-09-16,42,Pennsylvania,49,0.3778160014483461
2023-09-16,72,Puerto Rico,60,1.862319351143107
2023-09-16,44,Rhode Island,2,0.1834206109740551
2023-09-16,45,South Carolina,26,0.4956120227089429
2023-09-16,46,South Dakota,0,0.0
2023-09-16,47,Tennessee,40,0.5689409179036746
2023-09-16,48,Texas,141,0.4713417686127098
2023-09-16,US,US,850,0.255869907021632
2023-09-16,49,Utah,3,0.0888562950834627
2023-09-16,51,Virginia,31,0.361142636662781
2023-09-16,50,Vermont,0,0.0
2023-09-16,53,Washington,30,0.3878056328509635
2023-09-16,55,Wisconsin,3,0.0509249498643868
2023-09-16,54,West Virginia,6,0.338032549154158
2023-09-16,56,Wyoming,0,0.0
2023-09-09,02,Alaska,1,0.1405627570541419
2023-09-09,01,Alabama,5,0.0987405056066833
2023-09-09,05,Arkansas,8,0.2629954258520559
2023-09-09,04,Arizona,8,0.1089767114043311
2023-09-09,06,California,42,0.1080064930417716
2023-09-09,08,Colorado,7,0.1206117150503433
2023-09-09,09,Connecticut,1,0.0276160017055642
2023-09-09,11,District of Columbia,1,0.149571626860671
2023-09-09,10,Delaware,0,0.0
2023-09-09,12,Florida,151,0.6806752948045272
2023-09-09,13,Georgia,26,0.2395109407676546
2023-09-09,15,Hawaii,5,0.3574040173641167
2023-09-09,19,Iowa,1,0.0312478126531142
2023-09-09,16,Idaho,2,0.1033313510935815
2023-09-09,17,Illinois,15,0.1193973205330915
2023-09-09,18,Indiana,5,0.0731856437284806
2023-09-09,20,Kansas,7,0.2400177475980223
2023-09-09,21,Kentucky,19,0.4227502842995662
2023-09-09,22,Louisiana,11,0.2404332694946573
2023-09-09,25,Massachusetts,8,0.1146351549910283
2023-09-09,24,Maryland,5,0.0815244418429089
2023-09-09,23,Maine,0,0.0
2023-09-09,26,Michigan,2,0.0199360551032563
2023-09-09,27,Minnesota,0,0.0
2023-09-09,29,Missouri,12,0.1946618213176431
2023-09-09,28,Mississippi,19,0.6490611671827842
2023-09-09,30,Montana,1,0.0893205652562651
2023-09-09,37,North Carolina,7,0.0660591614525541
2023-09-09,38,North Dakota,0,0.0
2023-09-09,31,Nebraska,1,0.0509812618372117
2023-09-09,33,New Hampshire,1,0.071700418443642
2023-09-09,34,New Jersey,13,0.1404777128326498
2023-09-09,35,New Mexico,4,0.190469025212861
2023-09-09,32,Nevada,4,0.1263607872150682
2023-09-09,36,New York,21,0.1068311391404366
2023-09-09,39,Ohio,15,0.1276671475746263
2023-09-09,40,Oklahoma,16,0.3998734400562222
2023-09-09,41,Oregon,3,0.0707770017210607
2023-09-09,42,Pennsylvania,43,0.3315528175975282
2023-09-09,72,Puerto Rico,54,1.6760874160287964
2023-09-09,44,Rhode Island,0,0.0
2023-09-09,45,South Carolina,22,0.4193640192152593
2023-09-09,46,South Dakota,3,0.3309585220716238
2023-09-09,47,Tennessee,45,0.6400585326416339
2023-09-09,48,Texas,117,0.3911133824658656
2023-09-09,US,US,814,0.2450330639007157
2023-09-09,49,Utah,2,0.0592375300556418
2023-09-09,51,Virginia,40,0.4659904989197175
2023-09-09,50,Vermont,1,0.1545810081773353
2023-09-09,53,Washington,37,0.4782936138495215
2023-09-09,55,Wisconsin,1,0.0169749832881289
2023-09-09,54,West Virginia,2,0.1126775163847193
2023-09-09,56,Wyoming,0,0.0
2023-09-02,02,Alaska,2,0.2811255141082839
2023-09-02,01,Alabama,12,0.2369772134560401
2023-09-02,05,Arkansas,6,0.1972465693890419
2023-09-02,04,Arizona,13,0.177087156032038
2023-09-02,06,California,38,0.0977201603711267
2023-09-02,08,Colorado,3,0.0516907350215757
2023-09-02,09,Connecticut,6,0.1656960102333856
2023-09-02,11,District of Columbia,0,0.0
2023-09-02,10,Delaware,0,0.0
2023-09-02,12,Florida,172,0.7753387463998588
2023-09-02,13,Georgia,30,0.2763587778088323
2023-09-02,15,Hawaii,7,0.5003656243097635
2023-09-02,19,Iowa,4,0.1249912506124571
2023-09-02,16,Idaho,0,0.0
2023-09-02,17,Illinois,9,0.0716383923198549
2023-09-02,18,Indiana,6,0.0878227724741768
2023-09-02,20,Kansas,3,0.102864748970581
2023-09-02,21,Kentucky,10,0.2225001496313506
2023-09-02,22,Louisiana,14,0.3060059793568366
2023-09-02,25,Massachusetts,17,0.2435997043559352
2023-09-02,24,Maryland,5,0.0815244418429089
2023-09-02,23,Maine,0,0.0
2023-09-02,26,Michigan,12,0.1196163306195378
2023-09-02,27,Minnesota,0,0.0
2023-09-02,29,Missouri,6,0.0973309106588215
2023-09-02,28,Mississippi,43,1.468927904676827
2023-09-02,30,Montana,0,0.0
2023-09-02,37,North Carolina,18,0.1698664151637106
2023-09-02,38,North Dakota,0,0.0
2023-09-02,31,Nebraska,2,0.1019625236744234
2023-09-02,33,New Hampshire,4,0.2868016737745681
2023-09-02,34,New Jersey,10,0.1080597791020383
2023-09-02,35,New Mexico,2,0.0952345126064305
2023-09-02,32,Nevada,3,0.0947705904113012
2023-09-02,36,New York,38,0.1933134898731711
2023-09-02,39,Ohio,13,0.1106448612313428
2023-09-02,40,Oklahoma,16,0.3998734400562222
2023-09-02,41,Oregon,2,0.0471846678140405
2023-09-02,42,Pennsylvania,42,0.3238422869557252
2023-09-02,72,Puerto Rico,60,1.862319351143107
2023-09-02,44,Rhode Island,0,0.0
2023-09-02,45,South Carolina,9,0.1715580078607879
2023-09-02,46,South Dakota,1,0.1103195073572079
2023-09-02,47,Tennessee,27,0.3840351195849804
2023-09-02,48,Texas,130,0.4345704249620729
2023-09-02,US,US,873,0.2627934456822173
2023-09-02,49,Utah,1,0.0296187650278209
2023-09-02,51,Virginia,30,0.3494928741897881
2023-09-02,50,Vermont,0,0.0
2023-09-02,53,Washington,42,0.5429278859913488
2023-09-02,55,Wisconsin,4,0.0678999331525158
2023-09-02,54,West Virginia,1,0.0563387581923596
2023-09-02,56,Wyoming,0,0.0
2023-08-26,02,Alaska,0,0.0
2023-08-26,01,Alabama,12,0.2369772134560401
2023-08-26,05,Arkansas,8,0.2629954258520559
2023-08-26,04,Arizona,17,0.2315755117342036
2023-08-26,06,California,29,0.0745759118621756
2023-08-26,08,Colorado,4,0.0689209800287676
2023-08-26,09,Connecticut,8,0.2209280136445141
2023-08-26,11,District of Columbia,2,0.2991432537213421
2023-08-26,10,Delaware,0,0.0
2023-08-26,12,Florida,165,0.7437842625347483
2023-08-26,13,Georgia,27,0.248722900027949
2023-08-26,15,Hawaii,6,0.4288848208369401
2023-08-26,19,Iowa,2,0.0624956253062285
2023-08-26,16,Idaho,0,0.0
2023-08-26,17,Illinois,12,0.0955178564264732
2023-08-26,18,Indiana,11,0.1610084162026575
2023-08-26,20,Kansas,2,0.0685764993137206
2023-08-26,21,Kentucky,7,0.1557501047419454
2023-08-26,22,Louisiana,11,0.2404332694946573
2023-08-26,25,Massachusetts,8,0.1146351549910283
2023-08-26,24,Maryland,3,0.0489146651057453
2023-08-26,23,Maine,0,0.0
2023-08-26,26,Michigan,10,0.0996802755162815
2023-08-26,27,Minnesota,3,0.052479223475426
2023-08-26,29,Missouri,7,0.1135527291019585
2023-08-26,28,Mississippi,40,1.3664445624900718
2023-08-26,30,Montana,0,0.0
2023-08-26,37,North Carolina,8,0.0754961845172047
2023-08-26,38,North Dakota,1,0.129523444391052
2023-08-26,31,Nebraska,3,0.1529437855116352
2023-08-26,33,New Hampshire,0,0.0
2023-08-26,34,New Jersey,16,0.1728956465632614
2023-08-26,35,New Mexico,1,0.0476172563032152
2023-08-26,32,Nevada,4,0.1263607872150682
2023-08-26,36,New York,20,0.1017439420385111
2023-08-26,39,Ohio,16,0.1361782907462681
2023-08-26,40,Oklahoma,13,0.3248971700456805
2023-08-26,41,Oregon,4,0.094369335628081
2023-08-26,42,Pennsylvania,45,0.3469738788811341
2023-08-26,72,Puerto Rico,52,1.6140101043240265
2023-08-26,44,Rhode Island,0,0.0
2023-08-26,45,South Carolina,20,0.3812400174684176
2023-08-26,46,South Dakota,0,0.0
2023-08-26,47,Tennessee,26,0.3698115966373885
2023-08-26,48,Texas,123,0.4111704790025766
2023-08-26,US,US,797,0.2399156657602831
2023-08-26,49,Utah,0,0.0
2023-08-26,51,Virginia,28,0.3261933492438023
2023-08-26,50,Vermont,0,0.0
2023-08-26,53,Washington,20,0.2585370885673089
2023-08-26,55,Wisconsin,1,0.0169749832881289
2023-08-26,54,West Virginia,2,0.1126775163847193
2023-08-26,56,Wyoming,0,0.0
2023-08-19,02,Alaska,2,0.2811255141082839
2023-08-19,01,Alabama,9,0.1777329100920301
2023-08-19,05,Arkansas,6,0.1972465693890419
2023-08-19,04,Arizona,6,0.0817325335532483
2023-08-19,06,California,31,0.0797190781974981
2023-08-19,08,Colorado,0,0.0
2023-08-19,09,Connecticut,4,0.110464006822257
2023-08-19,11,District of Columbia,1,0.149571626860671
2023-08-19,10,Delaware,0,0.0
2023-08-19,12,Florida,151,0.6806752948045272
2023-08-19,13,Georgia,19,0.1750272259455938
2023-08-19,15,Hawaii,6,0.4288848208369401
2023-08-19,19,Iowa,2,0.0624956253062285
2023-08-19,16,Idaho,3,0.1549970266403723
2023-08-19,17,Illinois,9,0.0716383923198549
2023-08-19,18,Indiana,3,0.0439113862370884
2023-08-19,20,Kansas,1,0.0342882496568603
2023-08-19,21,Kentucky,12,0.2670001795576207
2023-08-19,22,Louisiana,11,0.2404332694946573
2023-08-19,25,Massachusetts,6,0.0859763662432712
2023-08-19,24,Maryland,6,0.0978293302114907
2023-08-19,23,Maine,2,0.1444519960737947
2023-08-19,26,Michigan,18,0.1794244959293067
2023-08-19,27,Minnesota,0,0.0
2023-08-19,29,Missouri,11,0.1784400028745062
2023-08-19,28,Mississippi,35,1.1956389921788129
2023-08-19,30,Montana,0,0.0
2023-08-19,37,North Carolina,14,0.1321183229051082
2023-08-19,38,North Dakota,0,0.0
2023-08-19,31,Nebraska,1,0.0509812618372117
2023-08-19,33,New Hampshire,0,0.0
2023-08-19,34,New Jersey,12,0.129671734922446
2023-08-19,35,New Mexico,2,0.0952345126064305
2023-08-19,32,Nevada,4,0.1263607872150682
2023-08-19,36,New York,15,0.0763079565288833
2023-08-19,39,Ohio,8,0.068089145373134
2023-08-19,40,Oklahoma,21,0.5248338900737917
2023-08-19,41,Oregon,3,0.0707770017210607
2023-08-19,42,Pennsylvania,38,0.2930001643885133
2023-08-19,72,Puerto Rico,30,0.9311596755715535
2023-08-19,44,Rhode Island,0,0.0
2023-08-19,45,South Carolina,15,0.2859300131013132
2023-08-19,46,South Dakota,2,0.2206390147144158
2023-08-19,47,Tennessee,27,0.3840351195849804
2023-08-19,48,Texas,123,0.4111704790025766
2023-08-19,US,US,740,0.2227573308188325
2023-08-19,49,Utah,0,0.0
2023-08-19,51,Virginia,35,0.4077416865547528
2023-08-19,50,Vermont,0,0.0
2023-08-19,53,Washington,25,0.3231713607091362
2023-08-19,55,Wisconsin,2,0.0339499665762579
2023-08-19,54,West Virginia,9,0.507048823731237
2023-08-19,56,Wyoming,0,0.0
2023-08-12,02,Alaska,1,0.1405627570541419
2023-08-12,01,Alabama,9,0.1777329100920301
2023-08-12,05,Arkansas,10,0.3287442823150698
2023-08-12,04,Arizona,9,0.1225988003298725
2023-08-12,06,California,35,0.090005410868143
2023-08-12,08,Colorado,1,0.0172302450071919
2023-08-12,09,Connecticut,7,0.1933120119389498
2023-08-12,11,District of Columbia,1,0.149571626860671
2023-08-12,10,Delaware,1,0.0985345935250947
2023-08-12,12,Florida,132,0.5950274100277986
2023-08-12,13,Georgia,28,0.2579348592882435
2023-08-12,15,Hawaii,4,0.2859232138912934
2023-08-12,19,Iowa,0,0.0
2023-08-12,16,Idaho,3,0.1549970266403723
2023-08-12,17,Illinois,13,0.1034776777953459
2023-08-12,18,Indiana,9,0.1317341587112652
2023-08-12,20,Kansas,2,0.0685764993137206
2023-08-12,21,Kentucky,5,0.1112500748156753
2023-08-12,22,Louisiana,7,0.1530029896784183
2023-08-12,25,Massachusetts,10,0.1432939437387854
2023-08-12,24,Maryland,5,0.0815244418429089
2023-08-12,23,Maine,0,0.0
2023-08-12,26,Michigan,11,0.1096483030679096
2023-08-12,27,Minnesota,0,0.0
2023-08-12,29,Missouri,9,0.1459963659882323
2023-08-12,28,Mississippi,27,0.9223500796807984
2023-08-12,30,Montana,0,0.0
2023-08-12,37,North Carolina,13,0.1226812998404576
2023-08-12,38,North Dakota,1,0.129523444391052
2023-08-12,31,Nebraska,1,0.0509812618372117
2023-08-12,33,New Hampshire,1,0.071700418443642
2023-08-12,34,New Jersey,6,0.064835867461223
2023-08-12,35,New Mexico,1,0.0476172563032152
2023-08-12,32,Nevada,6,0.1895411808226024
2023-08-12,36,New York,21,0.1068311391404366
2023-08-12,39,Ohio,10,0.0851114317164175
2023-08-12,40,Oklahoma,11,0.2749129900386527
2023-08-12,41,Oregon,4,0.094369335628081
2023-08-12,42,Pennsylvania,37,0.2852896337467103
2023-08-12,72,Puerto Rico,39,1.2105075782430197
2023-08-12,44,Rhode Island,0,0.0
2023-08-12,45,South Carolina,8,0.152496006987367
2023-08-12,46,South Dakota,0,0.0
2023-08-12,47,Tennessee,26,0.3698115966373885
2023-08-12,48,Texas,121,0.4044847801570063
2023-08-12,US,US,701,0.21101741743784
2023-08-12,49,Utah,1,0.0296187650278209
2023-08-12,51,Virginia,32,0.372792399135774
2023-08-12,50,Vermont,0,0.0
2023-08-12,53,Washington,17,0.2197565252822126
2023-08-12,55,Wisconsin,5,0.0848749164406447
2023-08-12,54,West Virginia,0,0.0
2023-08-12,56,Wyoming,1,0.1728360494518504
2023-08-05,02,Alaska,2,0.2811255141082839
2023-08-05,01,Alabama,13,0.2567253145773768
2023-08-05,05,Arkansas,11,0.3616187105465768
2023-08-05,04,Arizona,11,0.1498429781809553
2023-08-05,06,California,43,0.1105780762094329
2023-08-05,08,Colorado,3,0.0516907350215757
2023-08-05,09,Connecticut,5,0.1380800085278213
2023-08-05,11,District of Columbia,0,0.0
2023-08-05,10,Delaware,0,0.0
2023-08-05,12,Florida,136,0.6130585436650046
2023-08-05,13,Georgia,19,0.1750272259455938
2023-08-05,15,Hawaii,6,0.4288848208369401
2023-08-05,19,Iowa,1,0.0312478126531142
2023-08-05,16,Idaho,2,0.1033313510935815
2023-08-05,17,Illinois,12,0.0955178564264732
2023-08-05,18,Indiana,7,0.1024599012198729
2023-08-05,20,Kansas,1,0.0342882496568603
2023-08-05,21,Kentucky,9,0.2002501346682155
2023-08-05,22,Louisiana,11,0.2404332694946573
2023-08-05,25,Massachusetts,6,0.0859763662432712
2023-08-05,24,Maryland,7,0.1141342185800724
2023-08-05,23,Maine,2,0.1444519960737947
2023-08-05,26,Michigan,4,0.0398721102065126
2023-08-05,27,Minnesota,2,0.0349861489836173
2023-08-05,29,Missouri,4,0.0648872737725477
2023-08-05,28,Mississippi,9,0.3074500265602662
2023-08-05,30,Montana,0,0.0
2023-08-05,37,North Carolina,8,0.0754961845172047
2023-08-05,38,North Dakota,0,0.0
2023-08-05,31,Nebraska,1,0.0509812618372117
2023-08-05,33,New Hampshire,1,0.071700418443642
2023-08-05,34,New Jersey,15,0.1620896686530575
2023-08-05,35,New Mexico,2,0.0952345126064305
2023-08-05,32,Nevada,6,0.1895411808226024
2023-08-05,36,New York,33,0.1678775043635433
2023-08-05,39,Ohio,9,0.0766002885447758
2023-08-05,40,Oklahoma,6,0.1499525400210833
2023-08-05,41,Oregon,3,0.0707770017210607
2023-08-05,42,Pennsylvania,51,0.393237062731952
2023-08-05,72,Puerto Rico,28,0.8690823638667833
2023-08-05,44,Rhode Island,0,0.0
2023-08-05,45,South Carolina,18,0.3431160157215758
2023-08-05,46,South Dakota,0,0.0
2023-08-05,47,Tennessee,23,0.3271410277946129
2023-08-05,48,Texas,95,0.3175706951645917
2023-08-05,US,US,679,0.2043949021972801
2023-08-05,49,Utah,1,0.0296187650278209
2023-08-05,51,Virginia,31,0.361142636662781
2023-08-05,50,Vermont,0,0.0
2023-08-05,53,Washington,20,0.2585370885673089
2023-08-05,55,Wisconsin,1,0.0169749832881289
2023-08-05,54,West Virginia,1,0.0563387581923596
2023-08-05,56,Wyoming,0,0.0
2023-07-29,02,Alaska,0,0.0
2023-07-29,01,Alabama,32,0.6319392358827737
2023-07-29,05,Arkansas,5,0.1643721411575349
2023-07-29,04,Arizona,17,0.2315755117342036
2023-07-29,06,California,37,0.0951485772034655
2023-07-29,08,Colorado,3,0.0516907350215757
2023-07-29,09,Connecticut,5,0.1380800085278213
2023-07-29,11,District of Columbia,1,0.149571626860671
2023-07-29,10,Delaware,0,0.0
2023-07-29,12,Florida,132,0.5950274100277986
2023-07-29,13,Georgia,16,0.1473913481647105
2023-07-29,15,Hawaii,4,0.2859232138912934
2023-07-29,19,Iowa,0,0.0
2023-07-29,16,Idaho,3,0.1549970266403723
2023-07-29,17,Illinois,10,0.0795982136887276
2023-07-29,18,Indiana,4,0.0585485149827845
2023-07-29,20,Kansas,2,0.0685764993137206
2023-07-29,21,Kentucky,9,0.2002501346682155
2023-07-29,22,Louisiana,12,0.2622908394487171
2023-07-29,25,Massachusetts,4,0.0573175774955141
2023-07-29,24,Maryland,14,0.2282684371601449
2023-07-29,23,Maine,3,0.2166779941106921
2023-07-29,26,Michigan,4,0.0398721102065126
2023-07-29,27,Minnesota,3,0.052479223475426
2023-07-29,29,Missouri,10,0.1622181844313693
2023-07-29,28,Mississippi,17,0.5807389390582806
2023-07-29,30,Montana,0,0.0
2023-07-29,37,North Carolina,9,0.0849332075818553
2023-07-29,38,North Dakota,1,0.129523444391052
2023-07-29,31,Nebraska,1,0.0509812618372117
2023-07-29,33,New Hampshire,1,0.071700418443642
2023-07-29,34,New Jersey,8,0.0864478232816307
2023-07-29,35,New Mexico,0,0.0
2023-07-29,32,Nevada,5,0.1579509840188353
2023-07-29,36,New York,19,0.0966567449365855
2023-07-29,39,Ohio,9,0.0766002885447758
2023-07-29,40,Oklahoma,14,0.3498892600491944
2023-07-29,41,Oregon,2,0.0471846678140405
2023-07-29,42,Pennsylvania,39,0.3007106950303163
2023-07-29,72,Puerto Rico,42,1.303623545800175
2023-07-29,44,Rhode Island,0,0.0
2023-07-29,45,South Carolina,20,0.3812400174684176
2023-07-29,46,South Dakota,0,0.0
2023-07-29,47,Tennessee,16,0.2275763671614698
2023-07-29,48,Texas,81,0.2707708032455992
2023-07-29,US,US,659,0.1983744337967711
2023-07-29,49,Utah,1,0.0296187650278209
2023-07-29,51,Virginia,19,0.2213454869868658
2023-07-29,50,Vermont,0,0.0
2023-07-29,53,Washington,18,0.232683379710578
2023-07-29,55,Wisconsin,2,0.0339499665762579
2023-07-29,54,West Virginia,3,0.169016274577079
2023-07-29,56,Wyoming,2,0.3456720989037009
2023-07-22,02,Alaska,1,0.1405627570541419
2023-07-22,01,Alabama,15,0.2962215168200501
2023-07-22,05,Arkansas,6,0.1972465693890419
2023-07-22,04,Arizona,13,0.177087156032038
2023-07-22,06,California,30,0.0771474950298369
2023-07-22,08,Colorado,4,0.0689209800287676
2023-07-22,09,Connecticut,4,0.110464006822257
2023-07-22,11,District of Columbia,1,0.149571626860671
2023-07-22,10,Delaware,2,0.1970691870501895
2023-07-22,12,Florida,110,0.4958561750231655
2023-07-22,13,Georgia,17,0.1566033074250049
2023-07-22,15,Hawaii,4,0.2859232138912934
2023-07-22,19,Iowa,2,0.0624956253062285
2023-07-22,16,Idaho,1,0.0516656755467907
2023-07-22,17,Illinois,12,0.0955178564264732
2023-07-22,18,Indiana,4,0.0585485149827845
2023-07-22,20,Kansas,0,0.0
2023-07-22,21,Kentucky,3,0.0667500448894051
2023-07-22,22,Louisiana,6,0.1311454197243585
2023-07-22,25,Massachusetts,10,0.1432939437387854
2023-07-22,24,Maryland,4,0.0652195534743271
2023-07-22,23,Maine,1,0.0722259980368973
2023-07-22,26,Michigan,3,0.0299040826548844
2023-07-22,27,Minnesota,0,0.0
2023-07-22,29,Missouri,20,0.3244363688627386
2023-07-22,28,Mississippi,11,0.3757722546847697
2023-07-22,30,Montana,0,0.0
2023-07-22,37,North Carolina,5,0.0471851153232529
2023-07-22,38,North Dakota,1,0.129523444391052
2023-07-22,31,Nebraska,1,0.0509812618372117
2023-07-22,33,New Hampshire,0,0.0
2023-07-22,34,New Jersey,16,0.1728956465632614
2023-07-22,35,New Mexico,1,0.0476172563032152
2023-07-22,32,Nevada,7,0.2211313776263694
2023-07-22,36,New York,28,0.1424415188539155
2023-07-22,39,Ohio,5,0.0425557158582087
2023-07-22,40,Oklahoma,13,0.3248971700456805
2023-07-22,41,Oregon,3,0.0707770017210607
2023-07-22,42,Pennsylvania,37,0.2852896337467103
2023-07-22,72,Puerto Rico,33,1.024275643128709
2023-07-22,44,Rhode Island,0,0.0
2023-07-22,45,South Carolina,16,0.3049920139747341
2023-07-22,46,South Dakota,0,0.0
2023-07-22,47,Tennessee,21,0.2986939818994292
2023-07-22,48,Texas,88,0.2941707492050955
2023-07-22,US,US,608,0.1830222393754732
2023-07-22,49,Utah,0,0.0
2023-07-22,51,Virginia,22,0.2562947744058446
2023-07-22,50,Vermont,0,0.0
2023-07-22,53,Washington,18,0.232683379710578
2023-07-22,55,Wisconsin,9,0.1527748495931605
2023-07-22,54,West Virginia,0,0.0
2023-07-22,56,Wyoming,0,0.0
2023-07-15,02,Alaska,2,0.2811255141082839
2023-07-15,01,Alabama,13,0.2567253145773768
2023-07-15,05,Arkansas,8,0.2629954258520559
2023-07-15,04,Arizona,28,0.3814184899151589
2023-07-15,06,California,53,0.1362939078860452
2023-07-15,08,Colorado,8,0.1378419600575352
2023-07-15,09,Connecticut,2,0.0552320034111285
2023-07-15,11,District of Columbia,2,0.2991432537213421
2023-07-15,10,Delaware,0,0.0
2023-07-15,12,Florida,138,0.6220741104836076
2023-07-15,13,Georgia,17,0.1566033074250049
2023-07-15,15,Hawaii,6,0.4288848208369401
2023-07-15,19,Iowa,0,0.0
2023-07-15,16,Idaho,3,0.1549970266403723
2023-07-15,17,Illinois,10,0.0795982136887276
2023-07-15,18,Indiana,2,0.0292742574913922
2023-07-15,20,Kansas,4,0.1371529986274413
2023-07-15,21,Kentucky,6,0.1335000897788103
2023-07-15,22,Louisiana,6,0.1311454197243585
2023-07-15,25,Massachusetts,7,0.1003057606171498
2023-07-15,24,Maryland,5,0.0815244418429089
2023-07-15,23,Maine,0,0.0
2023-07-15,26,Michigan,4,0.0398721102065126
2023-07-15,27,Minnesota,0,0.0
2023-07-15,29,Missouri,13,0.2108836397607801
2023-07-15,28,Mississippi,15,0.5124167109337769
2023-07-15,30,Montana,1,0.0893205652562651
2023-07-15,37,North Carolina,13,0.1226812998404576
2023-07-15,38,North Dakota,1,0.129523444391052
2023-07-15,31,Nebraska,0,0.0
2023-07-15,33,New Hampshire,1,0.071700418443642
2023-07-15,34,New Jersey,7,0.0756418453714268
2023-07-15,35,New Mexico,0,0.0
2023-07-15,32,Nevada,10,0.3159019680376707
2023-07-15,36,New York,17,0.0864823507327344
2023-07-15,39,Ohio,12,0.102133718059701
2023-07-15,40,Oklahoma,8,0.1999367200281111
2023-07-15,41,Oregon,5,0.1179616695351012
2023-07-15,42,Pennsylvania,41,0.3161317563139222
2023-07-15,72,Puerto Rico,42,1.303623545800175
